ID_P,Squadra_C,Squadra_T,Giocatore_C_1,Giocatore_C_2,Giocatore_C_3,Giocatore_C_4,Giocatore_C_5,Giocatore_C_6,Giocatore_C_7,Giocatore_C_8,Giocatore_C_9,Giocatore_C_10,Giocatore_C_11,Giocatore_T_1,Giocatore_T_2,Giocatore_T_3,Giocatore_T_4,Giocatore_T_5,Giocatore_T_6,Giocatore_T_7,Giocatore_T_8,Giocatore_T_9,Giocatore_T_10,Giocatore_T_11,Giocatore_C_X1,Giocatore_C_X2,Giocatore_C_X3,Giocatore_C_X4,Giocatore_C_X5,Giocatore_C_X6,Giocatore_C_X7,Giocatore_C_X8,Giocatore_C_X9,Giocatore_C_X10,Giocatore_C_X11,Giocatore_T_X1,Giocatore_T_X2,Giocatore_T_X3,Giocatore_T_X4,Giocatore_T_X5,Giocatore_T_X6,Giocatore_T_X7,Giocatore_T_X8,Giocatore_T_X9,Giocatore_T_X10,Giocatore_T_X11,Giocatore_C_Y1,Giocatore_C_Y2,Giocatore_C_Y3,Giocatore_C_Y4,Giocatore_C_Y5,Giocatore_C_Y6,Giocatore_C_Y7,Giocatore_C_Y8,Giocatore_C_Y9,Giocatore_C_Y10,Giocatore_C_Y11,Giocatore_T_Y1,Giocatore_T_Y2,Giocatore_T_Y3,Giocatore_T_Y4,Giocatore_T_Y5,Giocatore_T_Y6,Giocatore_T_Y7,Giocatore_T_Y8,Giocatore_T_Y9,Giocatore_T_Y10,Giocatore_T_Y11
2030525,8306,8315,199101,146059,206222,171189,190093,199977,219808,19896,202413,198164,195093,114764,190149,192122,185132,190223,172285,177600,216201,171579,189575,106231,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2030526,9910,9864,211101,210455,194229,199577,200517,199827,176930,192492,172522,199561,192629,140233,178746,185363,177573,232437,205601,188005,201893,174379,189536,164029,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
2030527,8581,9906,199493,157479,139836,111022,10764,142454,213991,147004,216475,214434,161832,200389,146760,216460,204639,164169,193747,146954,176915,208421,214997,49369,5,2,4,6,8,4,6,5,7,3,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
2030528,10267,8560,220604,169426,215399,213374,173228,189513,223517,183899,211575,212623,200454,215316,226221,172294,192012,172013,190584,204523,146482,230142,172290,233231,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2030529,9783,8633,143671,8963,197890,182002,53014,216796,178625,188931,205083,199354,198706,193041,204963,120533,155862,176676,177003,200145,182521,173731,165153,20801,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2030530,9869,10205,146952,185135,205590,223033,193796,168379,199158,\N,222943,198150,219932,142959,192789,45595,225508,181816,221564,170370,206545,210617,201379,205976,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10
2030531,8603,8305,146637,193601,52270,167305,194644,45186,188879,222709,222509,154472,115909,189690,204050,186519,203843,172098,212476,147305,175379,198950,206590,198146,5,4,6,8,2,2,4,6,8,4,6,5,4,6,2,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2030532,8558,8372,221087,195361,202935,212225,226637,212772,193887,178250,189506,220834,208093,203688,202143,210787,155972,202501,194174,216194,178616,199157,194879,194996,5,2,4,6,8,5,2,4,6,8,5,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,8,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10
2030533,7878,8634,146296,188840,176693,20209,189701,208135,190156,188103,174859,231638,194209,192448,146530,142754,152729,189332,168651,189511,41,158023,176580,190871,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10
2030534,8315,8302,114764,225523,192122,105803,190223,185132,177600,189354,171579,216201,106231,206652,190034,183280,214770,\N,187936,219712,231733,189560,200641,224045,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2030535,9864,8306,140233,178746,207997,177573,232437,216468,201893,188005,174379,189536,164029,199101,146059,206222,229270,190093,204277,183526,219808,198164,146058,195093,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,8,8,8,8,11
2030536,9906,9910,200389,146760,204639,182493,164169,208421,146954,176915,193747,49369,194765,163806,210455,194229,199577,200517,172522,176930,192492,199827,199561,199602,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2030537,8370,8581,185181,696969,138497,145889,212183,159172,212602,219953,210214,179591,139597,199493,206238,111022,139836,10764,188124,142454,188669,211022,213991,161832,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11
2060255,8534,8533,189908,159499,219587,211557,204614,210406,230144,137406,201046,205735,51730,14907,1289,5213,139274,137373,176104,186589,172233,205633,186961,187858,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,7,10,10
2060256,8535,8564,201325,194203,183966,142780,192638,201144,161956,211567,200647,212404,185431,146748,206058,202445,210413,173204,192073,53578,189125,186581,180826,207664,5,2,4,6,8,4,6,3,5,7,5,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,6,8,10,10
2060257,9891,9804,201299,178117,137419,177643,224316,224315,224314,190076,177906,208251,173132,162297,215466,190547,46736,210282,211354,137378,205407,202672,159261,138806,5,2,4,6,8,2,4,6,8,4,6,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,7,10,10
2060258,9876,8686,140082,183454,26709,150035,189155,197777,133249,144511,178604,23015,203671,186153,203551,192774,172610,181459,180206,53302,178518,209331,180930,170733,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060259,8636,8524,162835,189484,168609,201377,200752,201455,193532,225970,216352,201399,152999,216065,169115,149147,183365,168799,188413,208461,202061,183895,142938,143076,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,10,10,10
2060260,9885,8600,1179,137186,184344,138956,108080,193061,102056,195864,52091,213345,181783,183497,188654,166072,204977,204032,192575,176903,212198,223198,120274,164985,5,3,5,7,1,3,5,7,9,4,6,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,7,7,7,7,7,10,10
2060261,8543,9857,189296,167514,198176,205408,165109,183498,158963,188427,173221,215785,211176,140293,219852,216523,185163,225410,199173,197926,45605,137199,178490,215982,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,5,6,4,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,10,10
2060262,8540,10233,49031,138920,208379,188145,189557,138918,192612,224202,206161,208451,207471,190769,182179,139038,139669,138704,190875,188791,213400,212127,137506,218745,5,3,5,7,1,3,5,7,9,4,6,5,3,5,7,2,4,6,8,3,5,7,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,7,7,7,7,10,10,10
2060263,9882,208931,168354,137380,159028,163402,193686,152922,202642,193361,228516,\N,199110,195090,216067,171830,220052,216072,158738,194753,163491,197688,201363,224933,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,7,9,11
2060264,7943,9875,163489,203890,1178,199845,178418,176553,149185,208535,210935,202851,34824,24630,149184,157481,205943,210864,171877,188876,201505,198219,175943,167664,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,10,10
2060266,8524,9891,216065,169115,149147,183365,168799,220475,208461,202061,183895,113045,143076,201299,178117,177643,203745,224316,224315,224314,190076,177906,208251,173132,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10
2060267,9857,7943,140293,210320,137774,185163,225410,197926,221695,213629,210329,193338,137199,163489,203890,1178,199845,178418,176553,149185,208535,216409,202851,201858,5,2,4,6,8,5,7,3,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060268,208931,8636,195090,216072,220052,216067,204254,209407,194753,215401,197688,201363,190915,162835,189484,168609,201377,200752,201455,193532,169051,216352,181820,152999,5,3,5,7,1,3,5,7,9,5,5,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,7,7,7,7,7,9,11,1,3,3,3,3,6,6,6,8,10,10
2060269,8533,8543,14907,1289,5213,139274,137373,176104,190330,172233,205633,186961,188506,189296,167514,198176,205408,165109,183498,211361,188427,173221,215785,211176,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2060270,10233,9876,190769,182179,139038,216145,138704,188791,191053,213400,218745,169281,137506,140082,183454,26709,150035,189155,197777,144511,133249,178604,23015,203671,5,3,5,7,2,4,6,8,5,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,9,11,11,1,3,3,3,3,7,7,7,10,10,10
2060271,8564,8534,146748,206058,177983,210413,173204,156988,53578,192073,202651,180826,207664,189908,159499,201049,211557,204614,137406,230144,210406,201046,51730,205735,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,6,8,10,10
2060272,9875,9882,24630,149184,157481,201024,210864,171877,188876,199914,198219,167664,185020,168354,137380,163402,159028,193686,152922,202642,52829,193361,199110,\N,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,6,8,10,10
2060273,8686,9885,186153,203551,192774,200458,53302,180206,12259,178518,190264,180930,209331,1179,182495,184344,138956,108080,202135,102056,195864,52091,181783,211110,5,2,4,8,6,3,5,7,3,5,7,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,7,7,7,7,7,10,10
2060274,9804,8535,162297,215466,190547,46736,210282,211354,178425,205407,202672,207877,159261,201325,194203,142780,183966,211567,171018,161956,192638,200647,174549,185431,5,3,5,7,1,3,5,7,9,4,6,5,3,5,7,2,4,6,8,4,6,5,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,7,7,7,7,9,9,11
2060275,8600,8540,183497,188654,166072,204977,204032,200700,176903,212198,223198,215333,164985,49031,210879,208379,188145,189557,138918,192612,208451,206161,207471,204350,5,3,5,7,1,3,5,7,9,4,6,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,7,7,7,7,7,10,10
2060276,8534,9875,189908,159499,201049,211557,204614,137406,230144,210406,201046,51730,205735,24630,149184,157481,205943,210864,199914,188876,198683,171877,198219,167664,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,8,8,8,11
2060277,8535,10233,201325,194203,173198,192638,154634,219985,201144,161956,162409,212404,197231,190769,216145,139038,182179,138704,191053,188791,213400,137506,171318,218745,5,2,4,6,8,4,6,3,5,7,5,5,3,5,7,2,4,6,8,5,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,9,11,11
2060278,9891,8686,201299,158887,177643,203745,178117,177906,190076,206109,204166,173132,178475,186153,203551,205452,192774,200458,53302,12259,170733,1238,190264,180930,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2060279,9876,9804,140082,183454,26709,150035,189155,197777,202828,144511,188949,23015,203671,162297,105866,202672,190547,210282,178425,205407,149064,193337,159261,208596,5,2,4,6,8,3,5,7,3,5,7,5,3,5,7,1,5,7,9,3,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,7,7,7,7,7,10,10
2060280,8636,8564,162835,189484,193532,201377,200752,169051,135475,201455,181458,201399,181820,146748,168312,177983,210413,206058,190875,159287,189125,186581,180826,207664,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,10,10
2060281,9885,8533,1179,182495,137186,184344,191043,193061,173210,202135,180432,201153,211110,14907,1289,5213,139274,137373,205633,190330,172233,176104,186961,188506,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,6,8,10,10
2060282,8543,8600,139668,167514,187324,216774,165109,211361,183498,188427,173221,51100,215785,183497,188654,166072,204977,204032,172882,176903,212198,223198,215333,164985,5,2,4,6,8,4,6,3,5,7,5,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,7,10,10
2060283,8540,208931,49031,138920,208379,188145,189557,192612,202944,208451,206161,207471,5879,137734,49617,220052,216067,216072,209407,184320,215401,197688,200882,201363,5,3,5,7,1,3,5,7,9,4,6,5,3,5,7,1,3,5,7,9,5,5,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,7,7,7,7,7,9,11
2060284,9882,9857,168354,137380,159028,172862,193686,152922,202642,228516,193361,\N,199110,140293,219852,185163,137774,225410,198760,221695,183870,137199,192841,193338,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,8,8,8,11
2060285,7943,8524,163489,203890,1178,199845,178418,176553,149185,208535,201858,202851,34824,216065,11808,165526,183365,168799,188413,208461,202061,183895,113045,143076,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060286,8533,8534,14907,188334,7647,139274,137373,103936,186589,205633,176104,199559,186961,189908,159499,201049,211557,204614,137406,207439,210406,229758,51730,205735,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,6,8,10,10
2060287,8564,8535,230621,168312,136130,210413,173204,186581,159287,192073,189125,204077,207664,201325,183966,194203,173198,212404,171018,219985,192638,200647,161956,185431,5,2,4,6,8,2,4,6,8,4,6,5,3,5,7,2,4,6,8,4,6,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,9,9,11
2060288,9804,9891,227668,215466,190547,46736,210282,211354,178425,205407,149064,208596,192387,201299,178117,198587,203458,158887,149572,190076,177906,204166,173132,203455,5,3,5,7,1,3,5,7,9,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2060289,8686,9876,186153,181459,192774,172610,200458,53302,180206,209331,178518,203551,180930,211515,205363,150035,207555,197777,192587,144511,169808,203568,137361,220018,5,2,4,6,8,4,6,3,5,7,5,5,3,5,7,2,4,6,8,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,10,10,10
2060290,8524,8636,216065,187598,169115,183365,223329,173146,208461,202061,168799,215751,143076,162835,198946,168609,201377,212462,169051,193532,216352,190544,201399,181820,5,3,5,7,1,3,5,7,9,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2060291,8600,9885,183497,205243,166072,768,216158,192575,120238,176903,204032,164985,120274,1179,211320,184344,138956,108080,179846,173210,186832,191043,181783,211110,5,3,5,7,1,3,5,7,9,4,6,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,7,7,7,7,7,10,10
2060292,9857,8543,140293,185163,216523,137410,225410,198760,230613,45605,183870,193338,192841,189296,161999,216774,187324,165109,223848,158963,183498,173221,210703,215785,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060293,10233,8540,198009,186695,139038,216145,173306,191053,138918,213400,202651,205850,183900,49031,223524,208379,202058,179973,202944,208268,192612,206161,207471,204350,5,3,5,7,2,4,6,8,3,5,7,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,7,7,7,7,7,10,10
2060294,208931,9882,193336,49617,198857,216067,216072,216076,198908,184320,216079,209407,200882,168354,220127,159028,190931,193686,193361,202642,152922,215330,7631,\N,5,2,4,6,8,2,4,6,8,5,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10
2060295,9875,7943,24630,210864,157481,205943,201454,199914,205498,171877,185020,167664,198219,163489,203890,189436,199845,178418,176553,149185,208535,216409,193077,201858,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060296,9891,8524,201299,193974,203458,203745,158887,206109,224314,149572,224315,178475,173132,216065,187598,169115,183365,137151,137440,208461,202061,168799,143076,215751,5,2,4,6,8,3,5,7,3,5,7,5,3,5,7,1,3,5,7,9,5,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,7,7,7,7,7,9,11
2060297,7943,9857,163489,183188,1178,199845,178418,190499,228251,208535,210935,193077,201858,140293,185163,216523,137410,192823,198760,230613,221695,183870,193338,192841,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060298,8636,208931,162835,194644,201377,200752,212462,181458,135475,216352,190544,152999,201399,193336,49617,198857,216789,216076,199173,184320,199205,216072,215982,200882,5,2,4,6,8,2,4,6,8,4,6,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,7,7,7,7,7,10,10
2060299,8543,8533,189296,161999,178111,165109,188427,223848,211361,183498,173221,210703,215785,14907,188334,7647,139274,137373,186589,205633,164,176104,186961,199559,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,10,10
2060300,9876,10233,7674,197777,150035,207555,183454,144511,192587,133249,220018,203568,137361,198009,186695,182179,216145,173306,191053,138699,213400,202651,205850,183900,5,2,4,6,8,4,6,3,5,7,5,5,3,5,7,2,4,6,8,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,7,7,7,7,10,10,10
2060301,8534,8564,189908,210859,201049,211557,204614,210406,198223,198079,201046,205735,51730,230621,168312,136130,210413,173204,186581,159287,192073,189125,207664,204077,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,7,7,7,7,10,10
2060302,9882,9875,168354,137380,172862,190931,193686,215056,202642,152922,215330,7631,\N,24630,210864,157481,201024,201454,199914,205498,171877,185020,167664,198219,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060303,9885,8686,1179,137186,184344,138956,108080,179846,173210,195864,52091,211110,181783,186153,192774,53302,205452,203551,181402,180206,200458,178518,209331,180930,5,3,5,7,1,3,5,7,9,4,6,5,3,5,7,2,4,6,8,4,6,5,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,7,7,7,7,9,9,11
2060304,8535,9804,201325,183966,142780,173198,212404,147004,161956,154634,200647,197231,185431,227668,215466,190547,46736,216150,201223,178425,205407,149064,192387,208596,5,3,5,7,2,4,6,8,5,4,6,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,7,7,7,7,9,11,11,1,3,3,3,7,7,7,7,7,10,10
2060305,8540,8600,49031,210879,223524,208379,206161,202944,192612,224202,207471,5879,208451,183497,205243,768,204977,216158,192575,120238,212198,204032,219469,164985,5,2,4,6,8,3,5,7,3,5,7,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,7,7,7,7,7,10,10
2060306,9875,8534,24630,210864,157481,201024,201454,199914,205498,171877,185020,167664,198219,189908,210859,201049,201914,204614,210406,207439,137406,201046,205735,51730,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,10,10
2060307,10233,8535,198009,186695,139038,216145,173306,191053,138699,213400,202651,205850,183900,201325,183966,142780,173198,212404,219985,161956,154634,153177,200647,197231,5,3,5,7,2,4,6,8,3,5,7,5,3,5,7,2,4,6,8,4,6,5,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,7,7,7,7,9,9,11
2060308,8686,9891,186153,192774,53302,190931,205452,209331,178518,12259,180206,190813,180930,201299,178117,203458,203745,158887,206109,101904,149572,177906,178475,173132,5,3,5,7,1,3,5,7,9,5,5,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,7,9,11,1,3,3,3,3,7,7,7,10,10,10
2060309,9804,9876,162297,215466,194201,46736,210282,201223,137378,211354,149064,208596,192387,211515,183454,150035,207555,184331,178604,144511,192587,203568,23015,203671,5,3,5,7,1,3,5,7,9,4,6,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10
2060310,8564,8636,230621,168312,136130,210413,173204,186581,190875,159287,189125,204077,207664,162835,189484,168609,201377,200752,193532,216352,181458,\N,190544,181820,5,2,4,6,8,2,4,6,8,4,6,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11
2060311,8533,9885,14907,188334,1289,7647,156986,190330,186589,205633,176104,199559,187858,1179,137186,184344,182495,108080,179846,173210,195864,191043,201153,211110,5,2,4,6,8,3,5,7,5,4,6,5,3,5,7,1,3,5,7,9,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,7,7,7,7,7,10,10
2060312,8600,8543,183497,205243,166072,204977,204032,192575,168650,209236,223198,164985,215333,189296,167514,178111,216774,161999,223848,211361,183498,173221,210703,215785,5,3,5,7,1,3,5,7,9,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2060313,208931,8540,193336,49617,198857,\N,198908,216067,184320,209407,216072,216079,200882,49031,210879,223524,208379,206161,202944,192612,224202,207471,5879,208451,5,3,5,7,1,3,5,7,9,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2060314,9857,9882,140293,185163,216523,137410,225410,221695,230613,198760,183870,193338,192841,168354,197777,172862,182168,193571,152922,202642,228516,193361,215330,199110,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11
2060315,8524,7943,216065,187598,169115,183365,223329,173146,208461,202061,168799,143076,142938,163489,203890,205529,199845,205720,162174,149185,208535,210935,193077,202851,5,3,5,7,1,3,5,7,9,4,6,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10
2060316,8524,9876,216065,169115,165526,149147,11808,220475,208461,202061,183895,142938,143076,211515,183454,26709,150035,189155,197777,202828,144511,178604,23015,203671,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060317,9857,9891,140293,219852,185163,216523,225410,230613,213629,198760,137199,193338,183870,201299,178117,177643,203745,158887,224315,206109,149572,204166,208251,173132,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10
2060318,208931,8535,137734,49617,198857,220052,216072,209407,198908,215401,197688,201363,123576,201325,194203,142780,183966,211567,161956,171018,154634,212404,197231,162409,5,3,5,7,1,3,5,7,9,5,5,5,3,5,7,2,4,6,8,4,6,5,1,3,3,3,7,7,7,7,7,9,11,1,3,3,3,7,7,7,7,9,9,11
2060319,8533,8636,14907,1289,5213,139274,137373,172233,190330,205633,176104,188506,186961,162835,189484,193532,201377,212462,201455,135475,169051,181458,181820,201399,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,6,8,10,10
2060320,10233,9885,190769,182179,139038,216145,138704,191053,138699,213400,171318,183900,218745,1179,108080,137186,138956,52091,212811,202135,195864,193082,181783,201153,5,3,5,7,2,4,6,8,3,5,7,5,2,4,6,8,3,5,7,3,5,7,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10
2060321,8564,8540,146748,168312,177983,210413,206058,190875,159287,189125,186581,180826,207664,49031,210879,208379,188145,206161,202944,192612,224202,207471,204350,208451,5,2,4,6,8,3,5,7,5,4,6,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,6,6,6,8,10,10,1,3,3,3,3,6,6,6,8,10,10
2060322,9875,8543,24630,210864,157481,201024,201454,199914,205498,171877,185020,167664,198219,139668,167514,187324,216774,165109,183498,202934,188427,51100,215785,177528,5,2,4,6,8,3,5,7,3,5,7,5,2,4,6,8,3,5,7,5,4,6,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,6,8,10,10
